"id","disease","code","disease_group_id","disease_group_code","block_code","chapter_id","block_id","level","place_of_class","type_of_code","code_1","code_2","field_11","field_12","field_13","field_14"
"9811","Heart-lung transplant failure and rejection","T86.3","1575","T86","T80","19","288","4","T","X","T86.3","T863","UNDEF","UNDEF","UNDEF","UNDEF"
"9812","Liver transplant failure and rejection","T86.4","1575","T86","T80","19","288","4","T","X","T86.4","T864","UNDEF","UNDEF","UNDEF","UNDEF"
"9813","Failure and rejection of other transplanted organs and tissues","T86.8","1575","T86","T80","19","288","4","T","X","T86.8","T868","UNDEF","UNDEF","UNDEF","UNDEF"
"9814","Failure and rejection of unspecified transplanted organ and tissue","T86.9","1575","T86","T80","19","288","4","T","X","T86.9","T869","UNDEF","UNDEF","UNDEF","UNDEF"
"9815","Complications peculiar to reattachment and amputation","T87","1576","T87","T80","19","288","3","N","X","T87.-","T87","UNDEF","UNDEF","UNDEF","UNDEF"
"9816","Complications of reattached (part of) upper extremity","T87.0","1576","T87","T80","19","288","4","T","X","T87.0","T870","UNDEF","UNDEF","UNDEF","UNDEF"
"9817","Complications of reattached (part of) lower extremity","T87.1","1576","T87","T80","19","288","4","T","X","T87.1","T871","UNDEF","UNDEF","UNDEF","UNDEF"
"9818","Complications of other reattached body part","T87.2","1576","T87","T80","19","288","4","T","X","T87.2","T872","UNDEF","UNDEF","UNDEF","UNDEF"
"9819","Neuroma of amputation stump","T87.3","1576","T87","T80","19","288","4","T","X","T87.3","T873","UNDEF","UNDEF","UNDEF","UNDEF"
"9820","Infection of amputation stump","T87.4","1576","T87","T80","19","288","4","T","X","T87.4","T874","UNDEF","UNDEF","UNDEF","UNDEF"
"9821","Necrosis of amputation stump","T87.5","1576","T87","T80","19","288","4","T","X","T87.5","T875","UNDEF","UNDEF","UNDEF","UNDEF"
"9822","Other and unspecified complications of amputation stump","T87.6","1576","T87","T80","19","288","4","T","X","T87.6","T876","UNDEF","UNDEF","UNDEF","UNDEF"
"9823","Other complications of surgical and medical care, not elsewhere classified","T88","1577","T88","T80","19","288","3","N","X","T88.-","T88","UNDEF","UNDEF","UNDEF","UNDEF"
"9824","Infection following immunization","T88.0","1577","T88","T80","19","288","4","T","X","T88.0","T880","UNDEF","UNDEF","UNDEF","UNDEF"
"9825","Other complications following immunization, not elsewhere classified","T88.1","1577","T88","T80","19","288","4","T","X","T88.1","T881","UNDEF","UNDEF","UNDEF","UNDEF"
"9826","Shock due to anaesthesia","T88.2","1577","T88","T80","19","288","4","T","X","T88.2","T882","UNDEF","UNDEF","UNDEF","UNDEF"
"9827","Malignant hyperthermia due to anaesthesia","T88.3","1577","T88","T80","19","288","4","T","X","T88.3","T883","UNDEF","UNDEF","UNDEF","UNDEF"
"9828","Failed or difficult intubation","T88.4","1577","T88","T80","19","288","4","T","X","T88.4","T884","UNDEF","UNDEF","UNDEF","UNDEF"
"9829","Other complications of anaesthesia","T88.5","1577","T88","T80","19","288","4","T","X","T88.5","T885","UNDEF","UNDEF","UNDEF","UNDEF"
"9830","Anaphylactic shock due to adverse effect of correct drug or medicament properly administered","T88.6","1577","T88","T80","19","288","4","T","X","T88.6","T886","UNDEF","UNDEF","UNDEF","UNDEF"
"9831","Unspecified adverse effect of drug or medicament","T88.7","1577","T88","T80","19","288","4","T","X","T88.7","T887","UNDEF","UNDEF","UNDEF","UNDEF"
"9832","Other specified complications of surgical and medical care, not elsewhere classified","T88.8","1577","T88","T80","19","288","4","T","X","T88.8","T888","UNDEF","UNDEF","UNDEF","UNDEF"
"9833","Complication of surgical and medical care, unspecified","T88.9","1577","T88","T80","19","288","4","T","X","T88.9","T889","UNDEF","UNDEF","UNDEF","UNDEF"
"9834","Sequelae of injuries of head","T90","1578","T90","T90","19","289","3","N","X","T90.-","T90","UNDEF","UNDEF","UNDEF","UNDEF"
"9835","Sequelae of superficial injury of head","T90.0","1578","T90","T90","19","289","4","T","X","T90.0","T900","UNDEF","UNDEF","UNDEF","UNDEF"
"9836","Sequelae of open wound of head","T90.1","1578","T90","T90","19","289","4","T","X","T90.1","T901","UNDEF","UNDEF","UNDEF","UNDEF"
"9837","Sequelae of fracture of skull and facial bones","T90.2","1578","T90","T90","19","289","4","T","X","T90.2","T902","UNDEF","UNDEF","UNDEF","UNDEF"
"9838","Sequelae of injury of cranial nerves","T90.3","1578","T90","T90","19","289","4","T","X","T90.3","T903","UNDEF","UNDEF","UNDEF","UNDEF"
"9839","Sequelae of injury of eye and orbit","T90.4","1578","T90","T90","19","289","4","T","X","T90.4","T904","UNDEF","UNDEF","UNDEF","UNDEF"
"9840","Sequelae of intracranial injury","T90.5","1578","T90","T90","19","289","4","T","X","T90.5","T905","UNDEF","UNDEF","UNDEF","UNDEF"
"9841","Sequelae of other specified injuries of head","T90.8","1578","T90","T90","19","289","4","T","X","T90.8","T908","UNDEF","UNDEF","UNDEF","UNDEF"
"9842","Sequelae of unspecified injury of head","T90.9","1578","T90","T90","19","289","4","T","X","T90.9","T909","UNDEF","UNDEF","UNDEF","UNDEF"
"9843","Sequelae of injuries of neck and trunk","T91","1579","T91","T90","19","289","3","N","X","T91.-","T91","UNDEF","UNDEF","UNDEF","UNDEF"
"9844","Sequelae of superficial injury and open wound of neck and trunk","T91.0","1579","T91","T90","19","289","4","T","X","T91.0","T910","UNDEF","UNDEF","UNDEF","UNDEF"
"9845","Sequelae of fracture of spine","T91.1","1579","T91","T90","19","289","4","T","X","T91.1","T911","UNDEF","UNDEF","UNDEF","UNDEF"
"9846","Sequelae of other fracture of thorax and pelvis","T91.2","1579","T91","T90","19","289","4","T","X","T91.2","T912","UNDEF","UNDEF","UNDEF","UNDEF"
"9847","Sequelae of injury of spinal cord","T91.3","1579","T91","T90","19","289","4","T","X","T91.3","T913","UNDEF","UNDEF","UNDEF","UNDEF"
"9848","Sequelae of injury of intrathoracic organs","T91.4","1579","T91","T90","19","289","4","T","X","T91.4","T914","UNDEF","UNDEF","UNDEF","UNDEF"
"9849","Sequelae of injury of intra-abdominal and pelvic organs","T91.5","1579","T91","T90","19","289","4","T","X","T91.5","T915","UNDEF","UNDEF","UNDEF","UNDEF"
"9850","Sequelae of other specified injuries of neck and trunk","T91.8","1579","T91","T90","19","289","4","T","X","T91.8","T918","UNDEF","UNDEF","UNDEF","UNDEF"
"9851","Sequelae of unspecified injury of neck and trunk","T91.9","1579","T91","T90","19","289","4","T","X","T91.9","T919","UNDEF","UNDEF","UNDEF","UNDEF"
"9852","Sequelae of injuries of upper limb","T92","1580","T92","T90","19","289","3","N","X","T92.-","T92","UNDEF","UNDEF","UNDEF","UNDEF"
"9853","Sequelae of open wound of upper limb","T92.0","1580","T92","T90","19","289","4","T","X","T92.0","T920","UNDEF","UNDEF","UNDEF","UNDEF"
"9854","Sequelae of fracture of arm","T92.1","1580","T92","T90","19","289","4","T","X","T92.1","T921","UNDEF","UNDEF","UNDEF","UNDEF"
"9855","Sequelae of fracture at wrist and hand level","T92.2","1580","T92","T90","19","289","4","T","X","T92.2","T922","UNDEF","UNDEF","UNDEF","UNDEF"
"9856","Sequelae of dislocation, sprain and strain of upper limb","T92.3","1580","T92","T90","19","289","4","T","X","T92.3","T923","UNDEF","UNDEF","UNDEF","UNDEF"
"9857","Sequelae of injury of nerve of upper limb","T92.4","1580","T92","T90","19","289","4","T","X","T92.4","T924","UNDEF","UNDEF","UNDEF","UNDEF"
"9858","Sequelae of injury of muscle and tendon of upper limb","T92.5","1580","T92","T90","19","289","4","T","X","T92.5","T925","UNDEF","UNDEF","UNDEF","UNDEF"
"9859","Sequelae of crushing injury and traumatic amputation of upper limb","T92.6","1580","T92","T90","19","289","4","T","X","T92.6","T926","UNDEF","UNDEF","UNDEF","UNDEF"
"9860","Sequelae of other specified injuries of upper limb","T92.8","1580","T92","T90","19","289","4","T","X","T92.8","T928","UNDEF","UNDEF","UNDEF","UNDEF"
"9861","Sequelae of unspecified injury of upper limb","T92.9","1580","T92","T90","19","289","4","T","X","T92.9","T929","UNDEF","UNDEF","UNDEF","UNDEF"
"9862","Sequelae of injuries of lower limb","T93","1581","T93","T90","19","289","3","N","X","T93.-","T93","UNDEF","UNDEF","UNDEF","UNDEF"
"9863","Sequelae of open wound of lower limb","T93.0","1581","T93","T90","19","289","4","T","X","T93.0","T930","UNDEF","UNDEF","UNDEF","UNDEF"
"9864","Sequelae of fracture of femur","T93.1","1581","T93","T90","19","289","4","T","X","T93.1","T931","UNDEF","UNDEF","UNDEF","UNDEF"
"9865","Sequelae of other fractures of lower limb","T93.2","1581","T93","T90","19","289","4","T","X","T93.2","T932","UNDEF","UNDEF","UNDEF","UNDEF"
"9866","Sequelae of dislocation, sprain and strain of lower limb","T93.3","1581","T93","T90","19","289","4","T","X","T93.3","T933","UNDEF","UNDEF","UNDEF","UNDEF"
"9867","Sequelae of injury of nerve of lower limb","T93.4","1581","T93","T90","19","289","4","T","X","T93.4","T934","UNDEF","UNDEF","UNDEF","UNDEF"
"9868","Sequelae of injury of muscle and tendon of lower limb","T93.5","1581","T93","T90","19","289","4","T","X","T93.5","T935","UNDEF","UNDEF","UNDEF","UNDEF"
"9869","Sequelae of crushing injury and traumatic amputation of lower limb","T93.6","1581","T93","T90","19","289","4","T","X","T93.6","T936","UNDEF","UNDEF","UNDEF","UNDEF"
"9870","Sequelae of other specified injuries of lower limb","T93.8","1581","T93","T90","19","289","4","T","X","T93.8","T938","UNDEF","UNDEF","UNDEF","UNDEF"
"9871","Sequelae of unspecified injury of lower limb","T93.9","1581","T93","T90","19","289","4","T","X","T93.9","T939","UNDEF","UNDEF","UNDEF","UNDEF"
"9872","Sequelae of injuries involving multiple and unspecified body regions","T94","1582","T94","T90","19","289","3","N","X","T94.-","T94","UNDEF","UNDEF","UNDEF","UNDEF"
"9873","Sequelae of injuries involving multiple body regions","T94.0","1582","T94","T90","19","289","4","T","X","T94.0","T940","UNDEF","UNDEF","UNDEF","UNDEF"
"9874","Sequelae of injuries, not specified by body region","T94.1","1582","T94","T90","19","289","4","T","X","T94.1","T941","UNDEF","UNDEF","UNDEF","UNDEF"
"9875","Sequelae of burns, corrosions and frostbite","T95","1583","T95","T90","19","289","3","N","X","T95.-","T95","UNDEF","UNDEF","UNDEF","UNDEF"
"9876","Sequelae of burn, corrosion and frostbite of head and neck","T95.0","1583","T95","T90","19","289","4","T","X","T95.0","T950","UNDEF","UNDEF","UNDEF","UNDEF"
"9877","Sequelae of burn, corrosion and frostbite of trunk","T95.1","1583","T95","T90","19","289","4","T","X","T95.1","T951","UNDEF","UNDEF","UNDEF","UNDEF"
"9878","Sequelae of burn, corrosion and frostbite of upper limb","T95.2","1583","T95","T90","19","289","4","T","X","T95.2","T952","UNDEF","UNDEF","UNDEF","UNDEF"
"9879","Sequelae of burn, corrosion and frostbite of lower limb","T95.3","1583","T95","T90","19","289","4","T","X","T95.3","T953","UNDEF","UNDEF","UNDEF","UNDEF"
"9880","Sequelae of burn and corrosion classifiable only according to extent of body surface involved","T95.4","1583","T95","T90","19","289","4","T","X","T95.4","T954","UNDEF","UNDEF","UNDEF","UNDEF"
"9881","Sequelae of other specified burn, corrosion and frostbite","T95.8","1583","T95","T90","19","289","4","T","X","T95.8","T958","UNDEF","UNDEF","UNDEF","UNDEF"
"9882","Sequelae of unspecified burn, corrosion and frostbite","T95.9","1583","T95","T90","19","289","4","T","X","T95.9","T959","UNDEF","UNDEF","UNDEF","UNDEF"
"9883","Sequelae of poisoning by drugs, medicaments and biological substances","T96","1584","T96","T90","19","289","3","T","X","T96","T96","UNDEF","UNDEF","UNDEF","UNDEF"
"9884","Sequelae of toxic effects of substances chiefly nonmedicinal as to source","T97","1585","T97","T90","19","289","3","T","X","T97","T97","UNDEF","UNDEF","UNDEF","UNDEF"
"9885","Sequelae of other and unspecified effects of external causes","T98","1586","T98","T90","19","289","3","N","X","T98.-","T98","UNDEF","UNDEF","UNDEF","UNDEF"
"9886","Sequelae of effects of foreign body entering through natural orifice","T98.0","1586","T98","T90","19","289","4","T","X","T98.0","T980","UNDEF","UNDEF","UNDEF","UNDEF"
"9887","Sequelae of other and unspecified effects of external causes","T98.1","1586","T98","T90","19","289","4","T","X","T98.1","T981","UNDEF","UNDEF","UNDEF","UNDEF"
"9888","Sequelae of certain early complications of trauma","T98.2","1586","T98","T90","19","289","4","T","X","T98.2","T982","UNDEF","UNDEF","UNDEF","UNDEF"
"9889","Sequelae of complications of surgical and medical care, not elsewhere classified","T98.3","1586","T98","T90","19","289","4","T","X","T98.3","T983","UNDEF","UNDEF","UNDEF","UNDEF"
"9890","Pedestrian injured in collision with pedal cycle","V01","1587","V01","V01","20","UNDEF","3","N","X","V01.-","V01","4-045","3-061","2-073","1-096"
"9891","Pedestrian injured in collision with pedal cycle: Nontraffic accident","V01.0","1587","V01","V01","20","UNDEF","4","T","S","V01.0","V010","4-045","3-061","2-073","1-096"
"9892","Pedestrian injured in collision with pedal cycle: Traffic accident","V01.1","1587","V01","V01","20","UNDEF","4","T","S","V01.1","V011","4-045","3-061","2-073","1-096"
"9893","Pedestrian injured in collision with pedal cycle: Unspecified whether traffic or nontraffic accident","V01.9","1587","V01","V01","20","UNDEF","4","T","S","V01.9","V019","4-045","3-061","2-073","1-096"
"9894","Pedestrian injured in collision with two- or three-wheeled motor vehicle","V02","1588","V02","V01","20","UNDEF","3","N","X","V02.-","V02","4-045","3-061","2-073","1-096"
"9895","Pedestrian injured in collision with two- or three-wheeled motor vehicle: Nontraffic accident","V02.0","1588","V02","V01","20","UNDEF","4","T","S","V02.0","V020","4-045","3-061","2-073","1-096"
"9896","Pedestrian injured in collision with two- or three-wheeled motor vehicle: Traffic accident","V02.1","1588","V02","V01","20","UNDEF","4","T","S","V02.1","V021","4-045","3-061","2-073","1-096"
"9897","Pedestrian injured in collision with two- or three-wheeled motor vehicle: Unspecified whether traffic or nontraffic accident","V02.9","1588","V02","V01","20","UNDEF","4","T","S","V02.9","V029","4-045","3-061","2-073","1-096"
"9898","Pedestrian injured in collision with car, pick-up truck or van","V03","1589","V03","V01","20","UNDEF","3","N","X","V03.-","V03","4-045","3-061","2-073","1-096"
"9899","Pedestrian injured in collision with car, pick-up truck or van: Nontraffic accident","V03.0","1589","V03","V01","20","UNDEF","4","T","S","V03.0","V030","4-045","3-061","2-073","1-096"
"9900","Pedestrian injured in collision with car, pick-up truck or van: Traffic accident","V03.1","1589","V03","V01","20","UNDEF","4","T","S","V03.1","V031","4-045","3-061","2-073","1-096"
"9901","Pedestrian injured in collision with car, pick-up truck or van: Unspecified whether traffic or nontraffic accident","V03.9","1589","V03","V01","20","UNDEF","4","T","S","V03.9","V039","4-045","3-061","2-073","1-096"
"9902","Pedestrian injured in collision with heavy transport vehicle or bus","V04","1590","V04","V01","20","UNDEF","3","N","X","V04.-","V04","4-045","3-061","2-073","1-096"
"9903","Pedestrian injured in collision with heavy transport vehicle or bus: Nontraffic accident","V04.0","1590","V04","V01","20","UNDEF","4","T","S","V04.0","V040","4-045","3-061","2-073","1-096"
"9904","Pedestrian injured in collision with heavy transport vehicle or bus: Traffic accident","V04.1","1590","V04","V01","20","UNDEF","4","T","S","V04.1","V041","4-045","3-061","2-073","1-096"
"9905","Pedestrian injured in collision with heavy transport vehicle or bus: Unspecified whether traffic or nontraffic accident","V04.9","1590","V04","V01","20","UNDEF","4","T","S","V04.9","V049","4-045","3-061","2-073","1-096"
"9906","Pedestrian injured in collision with railway train or railway vehicle","V05","1591","V05","V01","20","UNDEF","3","N","X","V05.-","V05","4-045","3-061","2-073","1-096"
"9907","Pedestrian injured in collision with railway train or railway vehicle: Nontraffic accident","V05.0","1591","V05","V01","20","UNDEF","4","T","S","V05.0","V050","4-045","3-061","2-073","1-096"
"9908","Pedestrian injured in collision with railway train or railway vehicle: Traffic accident","V05.1","1591","V05","V01","20","UNDEF","4","T","S","V05.1","V051","4-045","3-061","2-073","1-096"
"9909","Pedestrian injured in collision with railway train or railway vehicle: Unspecified whether traffic or nontraffic accident","V05.9","1591","V05","V01","20","UNDEF","4","T","S","V05.9","V059","4-045","3-061","2-073","1-096"
"9910","Pedestrian injured in collision with other nonmotor vehicle","V06","1592","V06","V01","20","UNDEF","3","N","X","V06.-","V06","4-045","3-061","2-073","1-096"
"9911","Pedestrian injured in collision with other nonmotor vehicle: Nontraffic accident","V06.0","1592","V06","V01","20","UNDEF","4","T","S","V06.0","V060","4-045","3-061","2-073","1-096"
"9912","Pedestrian injured in collision with other nonmotor vehicle: Traffic accident","V06.1","1592","V06","V01","20","UNDEF","4","T","S","V06.1","V061","4-045","3-061","2-073","1-096"
"9913","Pedestrian injured in collision with other nonmotor vehicle: Unspecified whether traffic or nontraffic accident","V06.9","1592","V06","V01","20","UNDEF","4","T","S","V06.9","V069","4-045","3-061","2-073","1-096"
"9914","Pedestrian injured in other and unspecified transport accidents","V09","1593","V09","V01","20","UNDEF","3","N","X","V09.-","V09","4-045","3-061","2-073","1-096"
"9915","Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles","V09.0","1593","V09","V01","20","UNDEF","4","T","X","V09.0","V090","4-045","3-061","2-073","1-096"
"9916","Pedestrian injured in unspecified nontraffic accident","V09.1","1593","V09","V01","20","UNDEF","4","T","X","V09.1","V091","4-045","3-061","2-073","1-096"
"9917","Pedestrian injured in traffic accident involving other and unspecified motor vehicles","V09.2","1593","V09","V01","20","UNDEF","4","T","X","V09.2","V092","4-045","3-061","2-073","1-096"
"9918","Pedestrian injured in unspecified traffic accident","V09.3","1593","V09","V01","20","UNDEF","4","T","X","V09.3","V093","4-045","3-061","2-073","1-096"
